0 20 
 0 14 -1 -1 5 5 0.000000e+00 0.000000e+00 5.000000e+00 5.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
 0 1000080160 -1 -1 2 4 0.000000e+00 0.000000e+00 0.000000e+00 1.489508e+01 1.489508e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
 11 2112 1 -1 6 6 1.349633e-01 -3.395350e-02 1.536975e-01 9.223630e-01 9.395700e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
 2 1000080150 1 -1 19 19 -1.309095e-01 3.860449e-02 -1.533405e-01 1.396654e+01 1.397118e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
 1 22 1 -1 -1 -1 -4.053789e-03 -4.650990e-03 -3.570592e-04 6.180000e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
 1 13 0 -1 -1 -1 -2.687880e-01 1.007248e-01 1.969273e+00 1.992885e+00 1.056600e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
 12 2000000001 2 -1 7 9 4.037513e-01 -1.346783e-01 3.184425e+00 3.929478e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
 14 2212 6 -1 10 10 -1.634058e-02 -2.122243e-01 1.139228e+00 1.491139e+00 9.382700e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
 14 211 6 -1 11 12 3.990476e-01 1.983428e-01 9.152426e-02 4.758523e-01 1.395700e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
 14 -211 6 -1 13 13 2.104421e-02 -1.207969e-01 1.953673e+00 1.962486e+00 1.395700e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
 1 2212 7 -1 -1 -1 -1.634058e-02 -2.122243e-01 1.139228e+00 1.491139e+00 9.382700e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
 1 211 8 -1 -1 -1 1.241704e-01 1.463633e-01 -2.080762e-01 3.156200e-01 1.395700e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
 1 2212 8 -1 -1 -1 4.186207e-01 5.275582e-02 3.466779e-01 1.085616e+00 9.382700e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
 16 2000000300 9 -1 14 18 2.104421e-02 -1.207969e-01 1.953673e+00 1.962486e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
 1 2212 13 -1 -1 -1 -7.375753e-01 -9.384569e-01 2.930308e-01 1.546265e+00 9.382700e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
 1 2212 13 -1 -1 -1 1.637914e-01 9.889117e-01 4.583459e-02 1.373763e+00 9.382700e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
 1 2212 13 -1 -1 -1 3.907357e-01 -6.472748e-01 3.244701e-01 1.247906e+00 9.382700e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
 1 2212 13 -1 -1 -1 3.621077e-01 -1.879673e-02 8.837110e-01 1.338944e+00 9.382700e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
 1 2212 13 -1 -1 -1 -1.580152e-01 4.948198e-01 4.066265e-01 1.146957e+00 9.382700e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
 15 2000000002 3 -1 -1 -1 -2.746529e-01 3.782817e-02 -2.004179e-01 8.349804e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1 11 
 0 14 -1 -1 4 4 0.000000e+00 0.000000e+00 5.000000e+00 5.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
 0 1000080160 -1 -1 2 3 0.000000e+00 0.000000e+00 0.000000e+00 1.489508e+01 1.489508e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
 11 2112 1 -1 5 5 -7.403425e-02 -1.649698e-01 2.237031e-02 9.227135e-01 9.395700e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
 2 1000080150 1 -1 10 10 7.403425e-02 1.649698e-01 -2.237031e-02 1.397237e+01 1.397118e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
 1 14 0 -1 -1 -1 2.865275e-01 -4.726868e-01 2.025095e+00 2.099177e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
